"CO_CUCI_ITEM";"NO_CUCI_ITEM";"NO_CUCI_ITEM_ING";"CO_CUCI_SUB";"NO_CUCI_SUB";"NO_CUCI_SUB_ING";"CO_CUCI_POS";"NO_CUCI_POS";"NO_CUCI_POS_ING";"CO_CUCI_CAP";"NO_CUCI_CAP";"NO_CUCI_CAP_ING";"CO_CUCI_SEC";"NO_CUCI_SEC";"NO_CUCI_SEC_ING"
"65959";"Outros, não aveludados, não confeccionados. de outras matérias têxteis, n.e.p.";"Carpets & other textile floor coverings, knotted, whether or not made up, of other textile materials, n.e.s.";"6595";"Tapetes e outros revestimentos para pavimentos de matérias têxteis, tecidos, não tufados nem flocados, mesmo confeccionados";"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up";"659";"Revestimentos de piso, etc";"Floor coverings, etc.";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"Textile yarn, fabrics, made-up articles, n.e.s., and related products";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"65961";"Tapetes e outros revestimentos para pavimentos, de feltro, não tufados nem flocados, mesmo confeccionados.";"Carpets, of felt, not tufted/flocked, whether/not made up";"6596";"Tapetes e outros revestimentos para pavimentos de matérias têxteis";"Carpets and other textile floor coverings, n.e.s.";"659";"Revestimentos de piso, etc";"Floor coverings, etc.";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"Textile yarn, fabrics, made-up articles, n.e.s., and related products";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"65969";"Outros tapetes e revestimentos para pavimentos, mesmo confeccionados";"Other carpets, whether/not made up";"6596";"Tapetes e outros revestimentos para pavimentos de matérias têxteis";"Carpets and other textile floor coverings, n.e.s.";"659";"Revestimentos de piso, etc";"Floor coverings, etc.";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"Textile yarn, fabrics, made-up articles, n.e.s., and related products";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66111";"Cal";"Quicklime";"6611";"Cal viva, cal apagada e cal hidráulica (com exclusão do óxido e do hidróxido de cálcio subgrupo 522.6)";"Quicklime, slaked lime and hydraulic lime (other than calcium oxide and hydroxide of subgroup 522.6)";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66112";"Cal apagada";"Slaked lime";"6611";"Cal viva, cal apagada e cal hidráulica (com exclusão do óxido e do hidróxido de cálcio subgrupo 522.6)";"Quicklime, slaked lime and hydraulic lime (other than calcium oxide and hydroxide of subgroup 522.6)";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66113";"Cal hidráulica";"Hydraulic lime";"6611";"Cal viva, cal apagada e cal hidráulica (com exclusão do óxido e do hidróxido de cálcio subgrupo 522.6)";"Quicklime, slaked lime and hydraulic lime (other than calcium oxide and hydroxide of subgroup 522.6)";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66121";"Clínquer de cimento";"Cement clinkers";"6612";"Cimento Portland, cimentos aluminosos, cimentos de escória, cimento superfosfatados e cimentos hidráulicos, mesmo corados ou sob a forma de clínquer";"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers.";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66122";"Cimento Portland";"Portland cement";"6612";"Cimento Portland, cimentos aluminosos, cimentos de escória, cimento superfosfatados e cimentos hidráulicos, mesmo corados ou sob a forma de clínquer";"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers.";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66123";"Cimentos aluminosos";"Aluminous cement";"6612";"Cimento Portland, cimentos aluminosos, cimentos de escória, cimento superfosfatados e cimentos hidráulicos, mesmo corados ou sob a forma de clínquer";"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers.";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66129";"Outros cimentos hidráulicos";"Other hydraulic cements";"6612";"Cimento Portland, cimentos aluminosos, cimentos de escória, cimento superfosfatados e cimentos hidráulicos, mesmo corados ou sob a forma de clínquer";"Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers.";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66131";"Pedras para calcetar, lancis e pavimentação, de pedra natural (exceto a ardósia)";"Setts, kerbstones & flagstones, of natural stone (except slate)";"6613";"Pedra de cantaria ou de construção, trabalhou, e suas obras";"Monumental or building stone, worked, and articles thereof";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66132";"Ardósia trabalhada e artigos de ardósia natural ou aglomerada ";"Slate, worked, & articles of slate/of agglomerated slate";"6613";"Pedra de cantaria ou de construção, trabalhou, e suas obras";"Monumental or building stone, worked, and articles thereof";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66133";"Telhas, cubos e semelhantes, de pedra natural,mesmo retangular (incluindo quadrada), maior área de superfície do que é capaz de ser inscrita num quadrado,de lado < 7 cm;grânulos coloridos artificialmente,fragmentos e pó de pedra natural (incluído ardósia)";"Tiles, cubes & similar articles of natural stone, whether/not rectangular (including square), the largest surface area of which is capable of being enclosed in a square, the side of which is < 7 cm; artificially coloured granules, chippings, ";"6613";"Pedra de cantaria ou de construção, trabalhou, e suas obras";"Monumental or building stone, worked, and articles thereof";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66134";"Mármore, travertino e alabastro, e suas obras, simplesmente talhadas ou serradas, de superfície plana ou lisa";"Marble, travertine & alabaster & articles thereof, simply cut/sawn, with a flat/even surface.";"6613";"Pedra de cantaria ou de construção, trabalhou, e suas obras";"Monumental or building stone, worked, and articles thereof";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66135";"Pedras de cantaria ou de construção (exceto de ardósia) e suas obras, n.e.p., simplesmente talhadas ou serradas, de superfície plana ou lisa.";"Monumental/building stone (except slate) & articles thereof, n.e.s., simply cut/sawn, with a flat/even surface.";"6613";"Pedra de cantaria ou de construção, trabalhou, e suas obras";"Monumental or building stone, worked, and articles thereof";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66136";"Mármore, travertino e alabastro, e suas obras, moldados, virado, polido, decorado, esculpido ou trabalhado de outro modo";"Marble, travertine & alabaster & articles thereof, moulded, turned, polished, decorated, carved/othw. worked";"6613";"Pedra de cantaria ou de construção, trabalhou, e suas obras";"Monumental or building stone, worked, and articles thereof";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66139";"Outras pedras e suas obras (exceto os produtos dos ítens 661,31), moldadas cantaria ou de construção, virada, polida, decorada, esculpida ou trabalhada de outro modo";"Other monumental/building stone & articles thereof (other than goods of heading 661.31), moulded, turned, polished, decorated, carved/othw. worked";"6613";"Pedra de cantaria ou de construção, trabalhou, e suas obras";"Monumental or building stone, worked, and articles thereof";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66181";"Obras de asfalto ou de produtos semelhantes (por exemplo, breu ou pez)";"Articles of asphalt/of similar material (e.g., petroleum bitumen/coal tar pitch)";"6618";"Materiais de construção de cimento de amianto e de fibrocimento de minerais crus não metálicos";"Construction materials of asbestos-cement and fibre-cement and of unfired non-metallic minerals, n.e.s.";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66182";"Painéis, chapas, ladrilhos, blocos e semelhantes, de fibras vegetais, de palha ou de aparas, partículas, serragem ou de outros desperdícios de madeira, aglomerados com cimento, gesso ou outros aglutinantes minerais";"Panels, boards, tiles, blocks & similar articles of vegetable fibre, of straw/of shavings, chips, particles, sawdust/other waste, of wood, agglomerated with cement, plaster/other mineral binders";"6618";"Materiais de construção de cimento de amianto e de fibrocimento de minerais crus não metálicos";"Construction materials of asbestos-cement and fibre-cement and of unfired non-metallic minerals, n.e.s.";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66183";"Obras de cimento de amianto, de celulose de fibra-cimento ou similares";"Articles of asbestos-cement, of cellulose fibre-cement/the like";"6618";"Materiais de construção de cimento de amianto e de fibrocimento de minerais crus não metálicos";"Construction materials of asbestos-cement and fibre-cement and of unfired non-metallic minerals, n.e.s.";"661";"Cal, cimento e materiais de construção fabricada (exceto materiais de vidro e barro)";"Lime, cement, and fabricated construction materials (except glass and clay materials)";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66231";"Tijolos, blocos, telhas e outros produtos cerâmicos, de farinhas siliciosas fósseis (por exemplo, terra de diatomáceas, tripolite, diatomita) ou de terras siliciosas semelhantes";"Bricks, blocks, tiles & other ceramic goods, of siliceous fossil meals (e.g., kieselguhr, tripolite/diatomite)/of similar siliceous earths";"6623";"Tijolos refratários e outros materiais de construção refratários";"Refractory bricks and other refractory construction materials";"662";"Materiais de construção de argila e materiais de construção refratários";"Clay construction materials and refractory construction materials";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66232";"Tijolos, blocos, ladrilhos e peças cerâmicas semelhantes (exceto os produtos dos ítens 662.31)";"Refractory bricks, blocks, tiles & similar refractory ceramic constructional goods (other than goods of heading 662.31)";"6623";"Tijolos refratários e outros materiais de construção refratários";"Refractory bricks and other refractory construction materials";"662";"Materiais de construção de argila e materiais de construção refratários";"Clay construction materials and refractory construction materials";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66233";"Cimentos, argamassas, concretos e composições semelhantes, n.e.p.";"Refractory cements, mortars, concretes & similar compositions, n.e.s.";"6623";"Tijolos refratários e outros materiais de construção refratários";"Refractory bricks and other refractory construction materials";"662";"Materiais de construção de argila e materiais de construção refratários";"Clay construction materials and refractory construction materials";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66241";"Tijolos para construção, de cerâmica, blocos de pavimentação, de apoio ou de enchimento, azulejos e similares";"Ceramic building bricks, flooring blocks, support/filler tiles & the like";"6624";"Tijolos cerâmicos não refratários, ladrilhos, tubos e produtos semelhantes";"Non-refractory ceramic bricks, tiles, pipes and similar products";"662";"Materiais de construção de argila e materiais de construção refratários";"Clay construction materials and refractory construction materials";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66242";"Telhas, chaminés, condutores de fumaça, ornamentos arquitetônicos e outros produtos cerâmicos para construção";"Roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments & other ceramic constructional goods";"6624";"Tijolos cerâmicos não refratários, ladrilhos, tubos e produtos semelhantes";"Non-refractory ceramic bricks, tiles, pipes and similar products";"662";"Materiais de construção de argila e materiais de construção refratários";"Clay construction materials and refractory construction materials";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66243";"Tubos cerâmicos, tubagens, calhas e tubos";"Ceramic pipes, conduits, guttering & pipe fittings";"6624";"Tijolos cerâmicos não refratários, ladrilhos, tubos e produtos semelhantes";"Non-refractory ceramic bricks, tiles, pipes and similar products";"662";"Materiais de construção de argila e materiais de construção refratários";"Clay construction materials and refractory construction materials";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66244";"Tijolos de construção e pavimentação não vidrados; cubos não vidrados de cerâmica; mosaico de cerâmica e similares, mesmo em um suporte";"Unglazed ceramic flags & paving, hearth/wall tiles; unglazed ceramic mosaic cubes & the like, whether/not on a backing";"6624";"Tijolos cerâmicos não refratários, ladrilhos, tubos e produtos semelhantes";"Non-refractory ceramic bricks, tiles, pipes and similar products";"662";"Materiais de construção de argila e materiais de construção refratários";"Clay construction materials and refractory construction materials";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66245";"Tijolos de construção e pavimentação vidrados ou de cerâmica; cubos, mosaico de cerâmica e similares, mesmo em um suporte";"Glazed ceramic flags & paving, hearth/wall tiles; glazed ceramic mosaic cubes & the like, whether/not on a backing";"6624";"Tijolos cerâmicos não refratários, ladrilhos, tubos e produtos semelhantes";"Non-refractory ceramic bricks, tiles, pipes and similar products";"662";"Materiais de construção de argila e materiais de construção refratários";"Clay construction materials and refractory construction materials";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66311";"Mós para moer ou desfibrar";"Millstones & grindstones for milling, grinding/pulping";"6631";"Mós, rebolos e semelhantes, sem armação, para moer, amolar, polir, retificar ou cortar, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmica";"Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting hand sharpening or polishing stones and parts thereof, of natural stone, of agglomerated natural or artificial abrasives or";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66312";"Outros mós, rebolos e afins";"Other millstones, grindstones, grinding wheels & the like";"6631";"Mós, rebolos e semelhantes, sem armação, para moer, amolar, polir, retificar ou cortar, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmica";"Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting hand sharpening or polishing stones and parts thereof, of natural stone, of agglomerated natural or artificial abrasives or";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66313";"Pedras para amolar ou para polir";"Hand sharpening/polishing stones";"6631";"Mós, rebolos e semelhantes, sem armação, para moer, amolar, polir, retificar ou cortar, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmica";"Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting hand sharpening or polishing stones and parts thereof, of natural stone, of agglomerated natural or artificial abrasives or";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66321";"Pós abrasivos naturais ou artificiais ou em grãos, mesmo cortados ou não costurados ou reunidos de outro modo. Sobre uma base de tecido apenas";"Natural/artificial abrasive powder/grain, on a base of textile material, of paper, of paperboard/of other materials, whether/not cut to shape/sewn/othw. made up, on a base of woven textile fabric only";"6632";"Pós abrasivos naturais ou artificiais ou em grãos, em matérias têxteis, papel, cartão ou outras matérias";"Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up.";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66322";"Pós abrasivos naturais ou artificiais ou em grãos, mesmo cortados ou não costurados ou reunidos de outro modo. Sobre uma base de papel ou cartão";"Natural/artificial abrasive powder/grain, on a base of textile material, of paper, of paperboard/of other materials, whether/not cut to shape/sewn/othw. made up, on a base of paper/paperboard only";"6632";"Pós abrasivos naturais ou artificiais ou em grãos, em matérias têxteis, papel, cartão ou outras matérias";"Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up.";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66329";"Pós abrasivos naturais ou artificiais ou em grãos, mesmo cortados ou não costurados ou reunidos de outro modo. Sobre uma base de outros materiais";"Natural/artificial abrasive powder/grain, on a base of textile material, of paper, of paperboard/of other materials, whether/not cut to shape/sewn/othw. made up, on a base of other materials";"6632";"Pós abrasivos naturais ou artificiais ou em grãos, em matérias têxteis, papel, cartão ou outras matérias";"Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up.";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66331";"Obras de gesso ou de composições à base de gesso";"Articles of plaster/of compositions based on plaster";"6633";"Artigos de matérias minerais (exceto cerâmica)";"Manufactures of mineral materials, n.e.s. (other than ceramic)";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66332";"Blocos de construção e tijolos, telhas, lajes e artefatos semelhantes";"Building blocks & bricks, tiles, flagstones & similar articles";"6633";"Artigos de matérias minerais (exceto cerâmica)";"Manufactures of mineral materials, n.e.s. (other than ceramic)";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66333";"Elementos pré-fabricados para construção ou engenharia civil";"Prefabricated structural components for building/civil engineering";"6633";"Artigos de matérias minerais (exceto cerâmica)";"Manufactures of mineral materials, n.e.s. (other than ceramic)";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66334";"Outras obras de cimento, de concreto ou de pedra artificial, reforçado ou não";"Other articles of cement, of concrete/of artificial stone, reinforceded/not";"6633";"Artigos de matérias minerais (exceto cerâmica)";"Manufactures of mineral materials, n.e.s. (other than ceramic)";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66335";"Mica trabalhada, e obras de mica (incluindo mica aglomerada ou reconstituída), esteja ou não em suporte de papel, cartão ou outras matérias";"Mica, worked, & articles of mica (including agglomerated/reconstituted mica), whether/not on a support of paper, paperboard/other materials";"6633";"Artigos de matérias minerais (exceto cerâmica)";"Manufactures of mineral materials, n.e.s. (other than ceramic)";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
"66336";"Artigos não elétricos de grafite ou de carvão";"Non-electrical articles of graphite/other carbon";"6633";"Artigos de matérias minerais (exceto cerâmica)";"Manufactures of mineral materials, n.e.s. (other than ceramic)";"663";"Mineral, n.e.p.";"Mineral manufactures, n.e.s.";"66";"Minerais não metálicos, n.e.p.";"Non-metallic mineral manufactures, n.e.s.";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL";"MANUFACTURED GOODS CLASSIFIED CHIEFLY BY MATERIAL"
